timestamp,load_level,service,r_old,r_new,action,effective_delta,cpu_before,rps_before,err_before,lat_before,cpu_after,rps_after,err_after,lat_after
1782043155,40,currencyservice,1,2,1,1,100.64015372438641,126.26666666666665,0,0.00665133333333335,160.0706692141871,134.2160333333333,0,0.009181203249963807
1782043291,40,adservice,1,1,0,0,23.72619180632212,17.02222222222222,0,0.008518749999999983,22.35180558817701,16.777777777777775,0,0.009256249999999987
1782043426,40,adservice,1,2,1,1,24.789594047668174,18.666666666666664,0,0.008097058823529398,75.64574273806076,17.53333333333333,0,0.09007463696678596
1782043562,40,frontend,2,2,0,0,213.10294556410963,14.488888888888887,0.0,0.21709374999999956,197.23198525814115,14.644444444444444,0.0,0.17303846153846206
1782043698,40,currencyservice,2,3,1,1,126.20502488727276,127.75555555555555,0,0.008111616161616155,171.27702295059132,129.86548518518518,0,0.009401442065625683
1782043833,40,checkoutservice,1,2,1,1,12.876292483420702,1.4444444444444442,0,0.08916666666666663,20.292102530467464,1.5999999999999996,0,0.2122076824454267
1782043969,40,adservice,2,3,1,1,33.71779164890537,16.266666666666666,0,0.011087499999999934,31.08388737327325,16.444444444444443,0,0.009891666666666661
1782044105,40,adservice,3,2,-1,-1,42.91159522739039,16.22222222222222,0,0.022796874999999956,33.38295558904764,16.977777777777774,0,0.009568292682926827
1782044240,40,cartservice,1,2,1,1,36.812897516837445,23.53333333333333,0,0.00954236111111111,33.7017470001049,22.51111111111111,0,0.009593333333333344
1782044376,40,frontend,2,1,-1,-1,210.1158664965933,14.288888888888888,0.0,0.09912992125984252,200.52980938992877,14.42222222222222,0.0,0.09965695067264574
1782044511,40,cartservice,2,1,-1,-1,36.95776846540695,24.222222222222218,0,0.009456097560975603,32.722318599835184,22.777777777777775,0,0.009466666666666667
1782044647,40,adservice,2,3,1,1,33.76657642947857,16.95573037814026,0,0.009813331239431712,37.0959849829972,16.95517631315151,0,0.015874938519429335
1782044783,40,checkoutservice,2,3,1,1,14.608360403384244,1.2444444444444442,0,0.08549999999999995,18.84374369837908,1.7111111111111108,0,0.06100000000000005
1782044919,40,adservice,3,4,1,1,28.28641615279498,15.266666666666664,0,0.00960208333333334,31.537169362701956,16.84444444444444,0,0.01390000000000002
1782045054,40,shippingservice,1,2,1,1,8.759516775968722,6.3999999999999995,0,0.007040000000000006,9.820413797218912,5.644444444444444,0,0.004991803278688525
1782045190,40,paymentservice,1,1,0,0,5.03855370550609,1.4888888888888887,0,0.009349999999999997,6.263994629240858,1.5333333333333332,0,0.013900000000000044
1782045325,40,frontend,1,2,1,1,171.27850288796253,14.377777777777776,0.0,0.0992723404255319,207.16189886975698,14.644444444444442,0.0,0.1398333333333333
1782045461,40,cartservice,1,2,1,1,35.737187635276236,22.511081483456657,0,0.00975411812407506,32.25912573897849,22.422222222222224,0,0.009784027777777773
1782045597,40,currencyservice,3,3,0,0,145.85132348379165,132.06666666666666,0,0.00908488888888886,173.3117084886975,136.5545728831805,0,0.008913662497082036
1782045732,40,checkoutservice,3,2,-1,-1,15.401229900042212,1.4444637049877398,0,0.04970909049584523,13.395983369566327,1.1777777777777776,0,0.04975
1782045868,40,checkoutservice,2,2,0,0,15.60904873121738,1.4444444444444442,0,0.04969545454545454,19.388420936866776,1.7999772849601745,0,0.07950025554419793
1782046003,40,recommendationservice,1,2,1,1,21.871279553654784,11.88888888888889,0,0.01883846153846159,28.712367237241786,12.399999999999999,0,0.021071428571428588
1782046139,40,paymentservice,1,2,1,1,6.174822123878946,1.4444444444444442,0,0.008300000000000005,4.581849313674264,1.1555555555555554,0,0.009116666666666655
1782046275,40,adservice,4,5,1,1,23.762969485076685,16.066666666666663,0,0.008672500000000017,25.8527871643234,18.066666666666663,0,0.009356060606060604
1782046411,40,adservice,5,6,1,1,26.50935603270367,16.999999999999996,0,0.009873333333333328,26.13273262543566,16.71111111111111,0,0.00858076923076922
1782046546,40,paymentservice,2,2,0,0,5.544680918701023,2.1111111111111107,0,0.008812499999999985,4.029832937238431,1.622222222222222,0,0.008075000000000006
1782046682,40,recommendationservice,2,1,-1,-1,24.784986215215866,11.155555555555555,0,0.021131578947368453,25.549423719986628,10.555555555555554,0,0.021721428571428576
1782046817,40,frontend,2,3,1,1,179.25157536894994,14.488888888888887,0.0,0.09955978260869562,177.79998808413367,14.62222222222222,0.0,0.09937439613526569
1782046953,40,shippingservice,2,2,0,0,11.824787807271255,4.866666666666666,0,0.009769999999999971,10.33047742793224,5.71111111111111,0,0.008814285714285714
1782047089,40,paymentservice,2,1,-1,-1,5.550090676655568,1.7777777777777775,0,0.020749999999999987,4.082670563288311,1.822222222222222,0,0.008937499999999998
1782047224,40,productcatalogservice,1,2,1,1,54.6357372866608,78.53333333333332,0,0.004963585237258348,52.72585881614206,79.86666666666666,0,0.0049736817472698916
1782047360,40,adservice,6,7,1,1,25.633051371963383,16.066666666666663,0,0.009257142857142858,26.11279409842916,16.31111111111111,0,0.008639473684210532
1782047496,40,adservice,7,7,0,0,23.822065593044172,16.799999999999997,0,0.008783333333333313,27.545473610556247,17.04444444444444,0,0.008894117647058825
1782047631,40,shippingservice,2,1,-1,-1,10.668506232225855,5.555555555555555,0,0.005933333333333323,7.752321557700763,5.3999999999999995,0,0.004974736842105263
1782047767,40,currencyservice,3,2,-1,-1,158.55294934562704,126.97777777777776,0,0.009092613636363642,153.26053000504822,130.2,0,0.00944598930481283
1782047902,40,shippingservice,1,2,1,1,8.675448157810948,6.088888888888889,0,0.007737500000000007,9.178026876879878,6.999999999999999,0,0.004971972789115647
1782048038,40,paymentservice,1,2,1,1,6.472784333569428,1.7555555555555553,0,0.009493749999999999,6.57579359383106,1.5999999999999999,0,0.0082
1782048174,40,cartservice,2,1,-1,-1,28.337261253057925,23.333333333333332,0,0.009578461538461532,37.23612549753275,23.488888888888887,0,0.009231451612903221
1782048309,40,recommendationservice,1,2,1,1,25.387561405162124,10.444444444444443,0,0.0212894736842105,24.53613780607267,10.999999999999998,0,0.020933333333333342
1782048445,40,productcatalogservice,2,3,1,1,61.87230746473564,77.84444444444443,0,0.00499570054945055,76.23834001258402,88.22222222222221,0,0.006826666666666625
1782048625,80,emailservice,1,2,1,1,7.81994257955227,2.4887313965228253,0,0.009557669674248008,9.537843074623481,3.622222222222222,0,0.009304166666666664
1782048760,80,adservice,7,7,0,0,45.646706770711376,34.199999999999996,0,0.009532386363636378,45.41646585867892,33.95555555555555,0,0.009837671232876691
1782048896,80,adservice,7,6,-1,-1,45.093545023361635,34.133333333333326,0,0.009075324675324662,43.105555093928345,33.17802470233244,0,0.008772229130513351
1782049031,80,cartservice,1,2,1,1,68.93120438920671,47.48682634667958,0,0.016312855502690418,64.38729699586793,46.577777777777776,0,0.009802184466019414
1782049167,80,emailservice,2,3,1,1,6.861065519370624,3.0445214883298264,0,0.00910627743146994,7.719341641296597,3.2888888888888888,0,0.017649999999999985
1782049303,80,currencyservice,2,2,0,0,257.5850627829669,251.79999999999995,0,0.009430799220272902,267.117509170038,262.18321294958696,0,0.009467769809046506
1782049438,80,productcatalogservice,3,4,1,1,118.85309993750037,163.26666666666665,0,0.008479518072289126,124.72613457532795,165.28888888888886,0,0.008043430656934289
1782049574,80,emailservice,3,2,-1,-1,6.487296063151826,2.7777777777777777,0,0.009092857142857139,7.496970764850846,3.133333333333333,0,0.018299999999999993
1782049710,80,adservice,6,6,0,0,37.84297425539212,32.75555555555555,0,0.009845348837209294,41.6291719033166,35.133725952100505,0,0.009012967567654325
1782049845,80,checkoutservice,2,3,1,1,29.51261296839488,3.266666666666666,0,0.09345454545454546,26.648059826178162,3.133388649789317,0,0.09238876048519357
1782049981,80,checkoutservice,3,4,1,1,24.40285523552029,3.311111111111111,0,0.09230000000000001,26.11650686721855,2.6666666666666665,0,0.16225000000000037
1782050116,80,frontend,3,3,0,0,440.017979883756,29.222222222222218,0.0,0.18864062499999978,377.64089123272623,29.377777777777773,0.0,0.10739285714285593
1782050252,80,emailservice,2,3,1,1,8.122991684274092,3.1777777777777776,0,0.009695652173913043,6.292116502113798,2.244444444444444,0,0.016750000000000112
1782050388,80,shippingservice,2,3,1,1,15.016257178494957,13.444755603958145,0,0.007475000777874596,11.470521261728623,13.110901740597344,0,0.005841507561104205
1782050523,80,cartservice,2,2,0,0,57.79411510302187,45.77777777777777,0,0.012889130434782695,61.581779248043645,46.95555555555555,0,0.009795979899497492
1782050659,80,recommendationservice,2,3,1,1,49.559187644411125,21.111111111111107,0,0.02424194630872484,56.53282968815493,22.066666666666663,0,0.02392428571428571
1782050795,80,paymentservice,2,3,1,1,6.305928526824557,3.577817285706525,0,0.009111111111111103,6.595128626142876,3.2889753182452366,0,0.009200009259945185
1782050930,80,cartservice,2,2,0,0,55.022370067050325,44.443950628257646,0,0.009896518687550081,61.205032838431315,45.5775012837224,0,0.009777202601562028
1782051066,80,checkoutservice,4,4,0,0,28.345027358152443,3.044565450921995,0,0.1487539086373378,29.057660434188936,3.6665970416787026,0,0.09361534142189035
1782051202,80,currencyservice,2,2,0,0,266.5028503290234,270.3333333333333,0,0.009380243902439009,280.70733783171175,262.0414579135849,0,0.009559191958803158
1782051337,80,emailservice,3,4,1,1,7.941940645703723,3.3110014887896364,0,0.01397464000000003,5.207284615064239,2.333333333333333,0,0.009214285714285718
1782051473,80,adservice,6,6,0,0,47.460602883342304,34.93282572413316,0,0.009356610247475,39.70303852564696,33.39999999999999,0,0.00932910447761195
1782051609,80,shippingservice,3,2,-1,-1,13.26298307220435,12.444343710419304,0,0.006556247135583766,12.39972806595498,12.022171854090434,0,0.00667495847337576
1782051744,80,checkoutservice,4,5,1,1,27.994816236820505,3.133333333333333,0,0.1472500000000005,25.931060205934372,3.0888888888888886,0,0.09372727272727269
1782051880,80,paymentservice,3,2,-1,-1,6.856332573312622,2.933297779357954,0,0.009288883237450923,7.271351965247508,3.311370410705863,0,0.013825005833787206
1782052016,80,cartservice,2,3,1,1,59.922136401398625,45.11111111111111,0,0.01187173913043484,64.73243922699314,46.95555555555555,0,0.009800429184549351
1782052151,80,currencyservice,2,3,1,1,280.45242545424867,253.31111111111107,0,0.009660902255639101,269.5678154502585,261.40005185530885,0,0.009428681306073283
1782052287,80,currencyservice,3,4,1,1,239.97855215009412,253.59999999999997,0,0.009260674157303363,277.4104569323006,255.2,0,0.009327130977130973
1782052423,80,cartservice,3,4,1,1,62.00162448480702,46.288688426244796,0,0.009757327103604692,59.10480242538054,45.26666666666666,0,0.009481294964028771
1782052558,80,shippingservice,2,1,-1,-1,15.576043749489887,14.177777777777777,0,0.007888461538461546,13.189653155649108,11.5109906242849,0,0.00986874027847762
1782052694,80,frontend,3,4,1,1,377.9128724371327,29.44444444444444,0.0,0.09998359240069084,410.3385686327348,29.62222222222222,0.0,0.1164000000000002
1782052830,80,frontend,4,3,-1,-1,413.2114763537401,29.555555555555554,0.0,0.16241304347826022,363.85452901192934,29.33333333333333,0.0,0.11830000000000004
1782052966,80,productcatalogservice,4,3,-1,-1,138.96647102217966,164.44585796624733,0,0.008594957466971788,107.58620218844474,165.33333333333331,0,0.008829292929292899
1782053101,80,frontend,3,4,1,1,419.3025893010013,29.11111111111111,0.0,0.1408333333333332,404.35218965304773,29.73333333333333,0.0,0.16241304347826022
1782053237,80,shippingservice,1,2,1,1,12.574978538705976,11.999444529869159,0,0.006650282204516421,10.198223542012109,11.266666666666666,0,0.007945000000000015
1782053373,80,recommendationservice,3,4,1,1,46.412781838816954,21.911111111111108,0,0.0232635294117647,48.76346269276393,20.51111111111111,0,0.021696428571428568
1782053508,80,cartservice,4,4,0,0,56.509588204955435,46.13333333333333,0,0.009600854700854703,64.69067633464168,46.59844158537579,0,0.015412059949761926
1782053644,80,emailservice,4,5,1,1,7.023785032831971,2.9999999999999996,0,0.00936818181818182,7.47158582844245,3.333377780740938,0,0.00977307376712891
1782053780,80,cartservice,4,5,1,1,61.913417900719914,45.711254336901625,0,0.010328758294440684,53.4501163318843,47.199999999999996,0,0.009872672064777327
1782053915,80,frontend,4,3,-1,-1,350.5118300687703,28.977777777777774,0.0,0.09999484536082474,403.86969898582925,29.377777777777773,0.0,0.13949999999999912
1782054095,120,frontend,3,3,0,0,507.6912152781467,43.222222222222214,0.0,0.20190163934426245,596.8120592238147,43.84607672457433,0.0,0.21907532738537464
1782054230,120,cartservice,5,5,0,0,90.50435367497774,70.1334518597536,0,0.017700756306830684,95.6201066387737,69.64444444444443,0,0.018351612903225737
1782054366,120,currencyservice,4,3,-1,-1,384.56196423695553,395.2799277101294,0,0.00996758572533625,370.919100911136,388.8445550715619,0,0.009822247540339056
1782054502,120,adservice,6,7,1,1,57.15101928423364,50.511111111111106,0,0.009818789808917197,55.81522944463929,51.822222222222216,0,0.009787867647058827
1782054637,120,paymentservice,2,3,1,1,11.668332151409139,5.555436054693865,0,0.00990401059869658,8.505140537518356,4.088973834711234,0,0.011650320014222806
1782054773,120,recommendationservice,4,3,-1,-1,60.02662779534185,31.333110133376785,0,0.024221025801689215,72.22271131302901,32.73333333333333,0,0.024326829268292677
1782054909,120,recommendationservice,3,4,1,1,82.42680626077563,33.73333333333333,0,0.02405624999999999,63.841882529876536,32.33333333333333,0,0.024191111111111104
1782055045,120,adservice,7,6,-1,-1,57.35740745308135,51.3111111111111,0,0.009890384615384615,57.08939038597916,49.24444444444444,0,0.009666666666666667
1782055180,120,currencyservice,3,2,-1,-1,376.1382798903659,380.9555338276433,0,0.012655303821531272,403.7532989474322,383.03675496308057,0,0.009835922922071541
1782055316,120,productcatalogservice,3,2,-1,-1,186.66334109918108,248.62222222222218,0,0.008937694704049846,169.52018933625027,256.1735439859565,0,0.007895834822026682
1782055452,120,adservice,6,7,1,1,58.50734007574048,53.068223486644534,0,0.009615894369588695,55.002378174077606,50.600188684247286,0,0.009595909842772272
1782055587,120,checkoutservice,5,6,1,1,35.29079722554729,5.1111881618445345,0,0.09457138472837417,31.347773255696648,3.9777777777777774,0,0.11650000000000008
1782055723,120,frontend,3,2,-1,-1,610.3681317940492,42.911111111111104,0.0,0.21478846153846115,568.495923855398,44.39999999999999,0.0,0.21367469879518078
1782055859,120,cartservice,5,6,1,1,94.60042910130154,70.93478380396,0,0.01436662073611712,84.24070868102366,69.59987556108617,0,0.011628544871827535
1782055995,120,paymentservice,3,3,0,0,9.797397586458535,4.777777777777777,0,0.009538461538461544,9.810549211604522,4.5777777777777775,0,0.009784
1782056130,120,emailservice,5,4,-1,-1,16.269658750000126,5.177777777777777,0,0.00963421052631579,15.380539929060213,4.824133970976291,0,0.009377800719491517
1782056266,120,productcatalogservice,2,1,-1,-1,186.4601421406143,245.85542868929878,0,0.009267882728680392,144.57231402061902,242.8949354900828,0,0.007481816903384338
1782056402,120,shippingservice,2,1,-1,-1,19.06925661825869,19.24463606641578,0,0.008038672646827066,17.218516762516977,17.711468251178992,0,0.007164551014475632
1782056537,120,checkoutservice,6,6,0,0,37.03986321367904,4.711088402611562,0,0.09438897208204852,37.62239175973721,4.733416301827529,0,0.07325000000000002
1782056673,120,checkoutservice,6,5,-1,-1,37.29032823283124,4.533249392042859,0,0.09359382008818525,31.885194983284396,4.889022237038683,0,0.0944472842329354
1782056809,120,cartservice,6,7,1,1,84.82646883545105,68.93333333333332,0,0.009886136363636363,83.39881326177762,68.37788642458183,0,0.013268429898802657
1782056944,120,adservice,7,7,0,0,50.068398702399016,50.57664010112681,0,0.009284714807861498,52.59117646206198,50.04444444444444,0,0.009400549450549448
1782057080,120,productcatalogservice,1,2,1,1,142.12757754968354,243.02211009955505,0,0.00714116527862447,147.77561387575844,234.64444444444442,0,0.007957948717948709
1782057216,120,paymentservice,3,2,-1,-1,9.66004857343782,4.9111111111111105,0,0.009480952380952378,7.363675897508464,4.377903717697028,0,0.009014994110587605
1782057351,120,checkoutservice,5,5,0,0,33.26260893541422,4.955555555555555,0,0.09825000000000003,47.52025509923013,6.022034588749397,0,0.09876679369100126
1782057487,120,productcatalogservice,2,3,1,1,144.59543425984285,236.97777777777776,0,0.007289617486338791,168.51272159375318,243.8222222222222,0,0.006841447368421085
1782057623,120,emailservice,4,3,-1,-1,14.914963651693268,5.133333333333333,0,0.009585714285714284,14.23287808353151,4.9999051936124195,0,0.009954174536512385
1782057758,120,shippingservice,1,2,1,1,19.264687401800142,18.999999999999996,0,0.008374999999999987,18.485260376140623,18.911024201393516,0,0.008716650794154696
1782057894,120,shippingservice,2,1,-1,-1,17.033030160170068,16.755738291908976,0,0.008190652910699647,17.56794261651827,16.022239019939676,0,0.008470585620982013
1782058030,120,currencyservice,2,1,-1,-1,373.2387515926395,383.4666666666666,0,0.009645296331138283,283.0902303091524,391.46666666666664,0,0.009605272511848345
1782058166,120,checkoutservice,5,6,1,1,37.57499445181547,4.622222222222222,0,0.04985355029585799,36.10549444323191,4.444395063923085,0,0.0928333935777479
1782058301,120,cartservice,7,6,-1,-1,81.2880883990885,69.08888888888887,0,0.00985375426621161,87.29678962227419,69.93512426200567,0,0.009932636610995551
1782058437,120,paymentservice,2,3,1,1,7.807339706325435,4.755555555555555,0,0.009883333333333334,6.980830868255683,4.355509137865477,0,0.00908635897166544
1782058573,120,recommendationservice,4,5,1,1,84.47041423641369,31.77849194707442,0,0.024029722576651466,79.68461824599163,32.04453191884974,0,0.023855558994052613
1782058709,120,cartservice,6,5,-1,-1,85.25246463279457,69.9959951420362,0,0.014007750592145197,62.4853103222014,71.33333333333333,0,0.009885923423423428
1782058845,120,emailservice,3,2,-1,-1,8.970386543190015,4.133333333333333,0,0.009761111111111111,9.448729554789209,4.822348162141472,0,0.009312476212965135
1782058980,120,frontend,2,3,1,1,522.8214546200655,44.288888888888884,0.0,0.14681034482758598,561.1189740037584,43.95555555555555,0.0,0.15784374999999995
1782059116,120,productcatalogservice,3,3,0,0,150.25580492296362,238.88888888888886,0,0.005145714285714252,109.10935561622276,237.72748706933794,0,0.006079182721143803
1782059251,120,cartservice,5,5,0,0,73.89023197504808,67.97777777777777,0,0.009893036211699168,74.37601196174323,69.13333333333333,0,0.015751000000000008
1782059387,120,checkoutservice,6,7,1,1,31.73599886444114,4.066709637761624,0,0.09159104609542462,28.5611057909228,4.533333333333333,0,0.07950000000000008
1782059567,160,frontend,3,2,-1,-1,723.4600679164953,59.01186252278689,0.0,0.221185506174987,690.7345528628513,59.0758645899712,0.0,0.21065869805172519
1782059702,160,recommendationservice,5,4,-1,-1,100.4201879267288,43.3111111111111,0,0.024422546012269945,98.85365977958357,41.48875905875304,0,0.02435822976604138
1782059838,160,cartservice,5,6,1,1,111.51021505845193,93.53356445985287,0,0.014487554767114082,101.00931605297234,92.6222222222222,0,0.015463636363636488
1782059974,160,recommendationservice,4,3,-1,-1,95.9105107880421,43.24444444444444,0,0.023801956521739116,93.3030913518591,41.045697678742776,0,0.024166535043225246
1782060109,160,productcatalogservice,3,4,1,1,193.12189810862193,327.6444444444444,0,0.006801980198019834,167.99964127342855,342.8377289583303,0,0.007666097934254899
1782060245,160,paymentservice,3,4,1,1,9.295466044125213,7.088888888888888,0,0.008277777777777776,9.957478663399824,5.822222222222221,0,0.008699999999999998
1782060381,160,currencyservice,1,1,0,0,352.17273987746756,512.3114267297904,0,0.00959549316584904,387.1584026632323,515.7777056822165,0,0.009541605507929651
1782060516,160,recommendationservice,3,4,1,1,99.84546057958853,43.620124620627,0,0.02389976035099384,98.10792540987515,43.822222222222216,0,0.02379689119170984
1782060652,160,productcatalogservice,4,3,-1,-1,202.20216054371502,322.49175268681745,0,0.007660330968794783,201.13234613195263,323.19999999999993,0,0.007360460251046032
1782060788,160,currencyservice,1,2,1,1,380.7926911996712,516.444327911593,0,0.009500496803279546,370.98759077567723,516.9999999999999,0,0.009494493927125492
1782060924,160,productcatalogservice,3,4,1,1,186.6607198007029,330.8767902030718,0,0.006741860331649471,204.76337388239173,321.59819307443934,0,0.007787103793086468
1782061059,160,recommendationservice,4,3,-1,-1,92.69626139248405,41.57712203359701,0,0.024127178645290407,95.25724471679973,43.22440759347352,0,0.02422993906818237
1782061195,160,emailservice,2,1,-1,-1,11.487508301026079,5.688888888888888,0,0.009593749999999998,8.705411788982481,5.838357586362593,0,0.0096727182703261
1782061331,160,frontend,2,2,0,0,719.8551087369311,58.577777777777776,0.0,0.2279273743016761,706.722481438082,57.95555555555555,0.0,0.21048484848484836
1782061466,160,shippingservice,1,2,1,1,21.58326465015769,24.911253342815446,0,0.008050009275873179,18.209052806965243,23.577777777777776,0,0.007307499999999978
1782061602,160,cartservice,6,6,0,0,98.51586834298591,91.8,0,0.016088636363636395,107.79904543161686,93.22222222222221,0,0.013189622641509382
1782061738,160,productcatalogservice,4,5,1,1,203.6142983391791,324.4882410452404,0,0.007875182113075743,167.91898394467006,325.08888888888885,0,0.00709541484716156
1782061873,160,cartservice,6,7,1,1,104.40223126715351,91.17838246724627,0,0.013225080023666418,95.15884890904597,91.4222222222222,0,0.01638333333333334
1782062009,160,frontend,2,1,-1,-1,664.0307261154743,58.844444444444434,0.0,0.21424107142857138,531.264795549537,58.599999999999994,0.0,0.44071428571428556
1782062145,160,emailservice,1,2,1,1,8.204706360707828,5.622222222222222,0,0.01229999999999989,9.896371542791089,7.2444444444444445,0,0.009754347826086954
1782062280,160,currencyservice,2,3,1,1,311.3007642680273,522.1778123472154,0,0.016462681477129516,307.55588090257146,521.2222222222222,0,0.02105064102564099
1782062416,160,adservice,7,6,-1,-1,68.78745221441663,66.95555555555555,0,0.009531527093596054,70.57025650895011,66.71111111111111,0,0.00967346938775509
1782062552,160,currencyservice,3,4,1,1,277.3198465767017,478.2667629736637,0,0.015396251251440729,285.4048098564547,521.911111111111,0,0.020080607814761252
1782062688,160,adservice,6,5,-1,-1,67.36453552751094,66.55555555555554,0,0.009614432989690717,64.48823020057148,65.88888888888889,0,0.009793658536585361
1782062823,160,currencyservice,4,5,1,1,275.70222598162775,515.8,0,0.01865116279069765,277.1369976500133,507.0222222222222,0,0.0154080188679246
1782062959,160,checkoutservice,7,6,-1,-1,40.90547263447009,5.266666666666666,0,0.0928235294117647,40.06784162246543,6.222222222222221,0,0.09438000000000002
1782063095,160,shippingservice,2,3,1,1,19.723728804423814,23.822135312504628,0,0.009372818226524367,16.69277433173616,24.71111111111111,0,0.006525000000000004
1782063230,160,frontend,1,2,1,1,536.3635903282449,57.48888888888889,0.0,0.4469467213114755,470.3392651408284,57.02222222222221,0.0,0.4434292035398228
1782063366,160,recommendationservice,3,3,0,0,98.86905462817435,42.02222222222222,0,0.02411003521126761,98.20053532644278,42.1111249675062,0,0.023937393374696206
1782063502,160,productcatalogservice,5,4,-1,-1,204.11395774313317,321.48222148139916,0,0.008772004930726265,228.4653644167775,325.1759584694111,0,0.00862679063252167
1782063637,160,currencyservice,5,6,1,1,276.49309841066247,505.8445530960776,0,0.01774467012732643,246.5808247093716,516.7555555555555,0,0.019841258741258652
1782063773,160,productcatalogservice,4,3,-1,-1,215.3946016205025,333.62424350197085,0,0.008833235218997437,225.16785131548326,331.46666666666664,0,0.00901197301854975
1782063909,160,frontend,2,3,1,1,529.7950797770163,58.08888888888888,0.0,0.4203963414634139,460.9174790087107,58.133333333333326,0.0,0.4418749999999998
1782064045,160,checkoutservice,6,5,-1,-1,44.91123430406677,6.155555555555555,0,0.09625000000000003,45.880117638587016,6.3777204963730005,0,0.09591430570440312
1782064180,160,shippingservice,3,4,1,1,20.6345874585656,23.62222222222222,0,0.009223958333333329,20.594452315535086,24.266666666666666,0,0.0095093220338983
1782064316,160,currencyservice,6,6,0,0,282.0459232312864,500.9333333333333,0,0.0170482905982906,284.3551092149954,513.5555101254758,0,0.021385451932810894
1782064452,160,productcatalogservice,3,2,-1,-1,229.97108365109196,326.8896914471978,0,0.009107155040407001,229.89891411370274,322.6132964978892,0,0.0090051474123712
1782064587,160,adservice,5,6,1,1,64.14128776173219,65.97777777777777,0,0.009575203252032526,66.11800389731458,66.08888888888889,0,0.009798156682027652
1782064723,160,checkoutservice,5,6,1,1,43.42712010291774,5.7333333333333325,0,0.09347500000000002,42.26151495037153,5.333333333333332,0,0.09525
1782064858,160,productcatalogservice,2,2,0,0,208.65832641622308,308.48996640884343,0,0.00912633130904824,212.2596004676018,312.08920594001705,0,0.009255350554714017
